,Datum,Mesec,Godina,Sistem,Objekat,Početak zastoja,Ukupno vreme zastoja u minutima,Kraj zastoja,Vrsta_zastoja,Vreme zastoja
7603,2016-04-02 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-04-02 22:05:00,29.99999999301508,2016-04-02 22:35:00,Masinski,30
7604,2016-04-02 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-04-02 23:00:00,10.000000001164153,2016-04-03 00:05:00,Masinski,65
7605,2016-04-02 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-04-03 03:10:00,10.000000001164153,2016-04-03 03:20:00,Masinski,10
7606,2016-04-03 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-03 07:40:00,14.99999999650754,2016-04-03 07:55:00,Masinski,15
7607,2016-04-03 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-04-03 09:40:00,59.99999999650754,2016-04-03 10:40:00,Masinski,60
7608,2016-04-03 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-03 14:20:00,40.00000000465661,2016-04-03 17:35:00,Masinski,195
7609,2016-04-03 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-03 19:05:00,10.000000001164153,2016-04-03 19:15:00,Masinski,10
7610,2016-04-03 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-03 23:00:00,10.000000001164153,2016-04-03 23:10:00,Masinski,10
7611,2016-04-03 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-04-03 23:25:00,10.000000001164153,2016-04-03 23:35:00,Masinski,10
7612,2016-04-04 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-04 09:45:00,10.000000001164153,2016-04-04 09:55:00,Masinski,10
7613,2016-04-04 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-04-04 12:00:00,40.00000000465661,2016-04-04 12:40:00,Masinski,40
7614,2016-04-04 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-04-04 16:10:00,20.000000002328306,2016-04-04 16:30:00,Masinski,20
7615,2016-04-04 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-04 17:20:00,45.0,2016-04-04 18:05:00,Elektro,45
7616,2016-04-04 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-04 19:20:00,20.000000002328306,2016-04-04 19:40:00,Masinski,20
7617,2016-04-04 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-04-04 21:15:00,15.00000000698492,2016-04-04 21:30:00,Masinski,15
7618,2016-04-04 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-04 23:00:00,104.99999999650754,2016-04-05 00:45:00,Masinski,105
7619,2016-04-05 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-05 13:20:00,100.00000000116415,2016-04-05 19:15:00,Masinski,355
7620,2016-04-05 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-05 21:15:00,15.00000000698492,2016-04-05 21:30:00,Masinski,15
7621,2016-04-05 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-06 00:10:00,14.99999999650754,2016-04-06 00:35:00,Masinski,25
7622,2016-04-06 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-04-06 07:45:00,75.00000000349246,2016-04-06 09:00:00,Masinski,75
7623,2016-04-06 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-06 19:40:00,30.00000000349246,2016-04-06 20:10:00,Elektro,30
7624,2016-04-06 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-04-06 22:00:00,10.000000001164153,2016-04-06 22:10:00,Masinski,10
7625,2016-04-06 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-07 01:35:00,20.000000002328306,2016-04-07 01:55:00,Elektro,20
7626,2016-04-07 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-07 07:00:00,480.00000000349246,2016-04-30 19:00:00,Ostalo,33840
7627,2016-04-30 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-30 19:10:00,15.00000000698492,2016-04-30 19:25:00,Masinski,15
7628,2016-04-30 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-04-30 22:30:00,10.000000001164153,2016-04-30 22:40:00,Elektro,10
7629,2016-04-30 00:00:00,APRIL,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-01 04:15:00,94.99999999534339,2016-05-01 05:50:00,Elektro,95
7630,2016-05-01 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-01 07:40:00,259.99999999883585,2016-05-01 10:45:00,Ostalo,185
7631,2016-05-01 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-01 15:00:00,145.00000000116415,2016-05-01 17:35:00,Ostalo,155
7632,2016-05-01 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-01 21:25:00,5.000000005820766,2016-05-01 21:30:00,Masinski,5
7633,2016-05-01 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-02 00:10:00,14.99999999650754,2016-05-02 00:25:00,Masinski,15
7634,2016-05-01 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-02 02:35:00,29.99999999301508,2016-05-02 03:05:00,Masinski,30
7635,2016-05-01 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-02 06:05:00,10.000000001164153,2016-05-02 06:15:00,Masinski,10
7636,2016-05-02 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-02 07:00:00,40.00000000465661,2016-05-02 07:40:00,Masinski,40
7637,2016-05-02 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-02 10:30:00,20.000000002328306,2016-05-02 10:50:00,Masinski,20
7638,2016-05-02 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-02 13:20:00,10.000000001164153,2016-05-02 13:30:00,Masinski,10
7639,2016-05-02 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-02 18:20:00,74.99999999301508,2016-05-02 19:35:00,Masinski,75
7640,2016-05-02 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-03 01:05:00,39.999999994179234,2016-05-03 01:45:00,Masinski,40
7641,2016-05-02 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-03 03:50:00,10.000000001164153,2016-05-03 04:00:00,Elektro,10
7642,2016-05-02 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-03 05:05:00,65.0000000023283,2016-05-03 06:10:00,Ostalo,65
7643,2016-05-03 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-03 07:00:00,85.00000000465661,2016-05-03 08:25:00,Ostalo,85
7644,2016-05-03 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-03 09:25:00,50.000000005820766,2016-05-03 10:15:00,Masinski,50
7645,2016-05-03 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-03 15:00:00,65.0000000023283,2016-05-03 16:05:00,Ostalo,65
7646,2016-05-03 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-03 19:00:00,30.00000000349246,2016-05-03 19:30:00,Masinski,30
7647,2016-05-03 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-03 20:05:00,59.99999999650754,2016-05-03 21:05:00,Elektro,60
7648,2016-05-03 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-03 23:10:00,29.99999999301508,2016-05-03 23:40:00,Ostalo,30
7649,2016-05-03 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-04 03:15:00,15.00000000698492,2016-05-04 03:30:00,Masinski,15
7650,2016-05-03 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-04 06:00:00,10.000000001164153,2016-05-04 06:10:00,Masinski,10
7651,2016-05-04 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-04 09:15:00,65.0000000023283,2016-05-04 10:20:00,Masinski,65
7652,2016-05-04 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-04 12:45:00,24.999999997671694,2016-05-04 13:10:00,Masinski,25
7653,2016-05-04 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-04 15:00:00,149.99999999650754,2016-05-04 17:30:00,Ostalo,150
7654,2016-05-05 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-05 09:20:00,20.000000002328306,2016-05-05 10:55:00,Elektro,95
7655,2016-05-05 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-05 13:05:00,10.000000001164153,2016-05-05 13:15:00,Masinski,10
7656,2016-05-05 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-05 20:25:00,59.99999999650754,2016-05-05 21:25:00,Ostalo,60
7657,2016-05-05 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-4,2016-05-05 23:10:00,54.999999990686774,2016-05-06 00:15:00,Elektro,65
7658,2016-05-06 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-3,2016-05-06 09:55:00,69.9999999976717,2016-05-06 11:05:00,Masinski,70
7659,2016-05-06 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-06 13:05:00,49.99999999534339,2016-05-06 13:55:00,Ostalo,50
7660,2016-05-06 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-06 17:40:00,20.000000002328306,2016-05-06 18:00:00,Ostalo,20
7661,2016-05-07 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-07 09:40:00,119.99999999301508,2016-05-07 11:40:00,Elektro,120
7662,2016-05-07 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-07 13:55:00,10.000000001164153,2016-05-07 14:05:00,Masinski,10
7663,2016-05-07 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-07 17:10:00,9.999999990686774,2016-05-07 17:20:00,Masinski,10
7664,2016-05-07 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-07 22:10:00,10.000000001164153,2016-05-07 22:20:00,Masinski,10
7665,2016-05-07 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-08 05:35:00,10.000000001164153,2016-05-08 05:45:00,Masinski,10
7666,2016-05-08 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-08 07:15:00,24.999999997671694,2016-05-08 07:40:00,Elektro,25
7667,2016-05-08 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-08 10:15:00,4.999999995343387,2016-05-08 10:20:00,Masinski,5
7668,2016-05-08 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-08 16:30:00,14.99999999650754,2016-05-08 16:45:00,Masinski,15
7669,2016-05-08 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-09 00:45:00,20.000000002328306,2016-05-09 01:05:00,Masinski,20
7670,2016-05-09 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-09 07:00:00,34.99999999883585,2016-05-09 07:35:00,Masinski,35
7671,2016-05-09 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-09 19:00:00,10.000000001164153,2016-05-09 19:10:00,Masinski,10
7672,2016-05-09 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-09 20:15:00,104.99999999650754,2016-05-09 22:00:00,Ostalo,105
7673,2016-05-09 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-10 01:20:00,10.000000001164153,2016-05-10 01:30:00,Ostalo,10
7674,2016-05-10 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-10 07:15:00,10.000000001164153,2016-05-10 07:25:00,Masinski,10
7675,2016-05-10 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-10 09:50:00,50.000000005820766,2016-05-10 10:40:00,Masinski,50
7676,2016-05-10 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-5,2016-05-10 12:15:00,60.00000000698492,2016-05-10 13:15:00,Elektro,60
7677,2016-05-10 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-10 14:10:00,29.99999999301508,2016-05-10 14:40:00,Masinski,30
7678,2016-05-10 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-4,2016-05-10 16:25:00,9.999999990686774,2016-05-10 16:35:00,Elektro,10
7679,2016-05-10 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-10 16:45:00,10.000000001164153,2016-05-10 16:55:00,Masinski,10
7680,2016-05-10 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-10 17:15:00,10.000000001164153,2016-05-10 17:25:00,Masinski,10
7681,2016-05-10 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-10 18:50:00,10.000000001164153,2016-05-10 19:00:00,Masinski,10
7682,2016-05-10 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-10 23:20:00,20.000000002328306,2016-05-10 23:40:00,Masinski,20
7683,2016-05-10 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-11 04:00:00,10.000000001164153,2016-05-11 04:10:00,Masinski,10
7684,2016-05-11 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-11 08:40:00,339.9999999976717,2016-05-11 14:20:00,Ostalo,340
7685,2016-05-11 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-11 15:25:00,10.000000001164153,2016-05-11 15:35:00,Masinski,10
7686,2016-05-11 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-11 18:15:00,15.00000000698492,2016-05-11 18:30:00,Ostalo,15
7687,2016-05-11 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-11 21:30:00,10.000000001164153,2016-05-11 21:40:00,Masinski,10
7688,2016-05-11 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-3,2016-05-11 22:00:00,10.000000001164153,2016-05-11 22:10:00,Elektro,10
7689,2016-05-12 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-12 11:15:00,14.99999999650754,2016-05-12 11:30:00,Masinski,15
7690,2016-05-12 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-12 16:20:00,135.0,2016-05-12 19:00:00,Ostalo,160
7691,2016-05-12 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-12 20:40:00,15.00000000698492,2016-05-12 20:55:00,Masinski,15
7692,2016-05-13 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-13 09:20:00,20.000000002328306,2016-05-13 09:40:00,Masinski,20
7693,2016-05-13 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-3,2016-05-13 11:10:00,45.0,2016-05-13 11:55:00,Elektro,45
7694,2016-05-13 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-13 15:20:00,135.0,2016-05-13 20:00:00,Ostalo,280
7695,2016-05-13 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-5,2016-05-14 04:15:00,55.00000000116415,2016-05-14 05:10:00,Elektro,55
7696,2016-05-14 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-14 14:00:00,29.99999999301508,2016-05-14 14:30:00,Ostalo,30
7697,2016-05-14 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-14 15:50:00,110.0000000023283,2016-05-14 17:40:00,Ostalo,110
7698,2016-05-14 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-14 18:50:00,20.000000002328306,2016-05-14 19:10:00,Elektro,20
7699,2016-05-14 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-15 06:10:00,20.000000002328306,2016-05-15 06:30:00,Elektro,20
7700,2016-05-15 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-3,2016-05-15 07:00:00,60.00000000698492,2016-05-15 08:00:00,Elektro,60
7701,2016-05-15 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-15 11:30:00,20.000000002328306,2016-05-15 11:50:00,Masinski,20
7702,2016-05-15 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-15 14:10:00,4.999999995343387,2016-05-15 14:15:00,Masinski,5
7703,2016-05-15 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-5,2016-05-15 16:00:00,15.00000000698492,2016-05-15 16:15:00,Masinski,15
7704,2016-05-15 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-4,2016-05-15 16:40:00,30.00000000349246,2016-05-15 17:10:00,Elektro,30
7705,2016-05-15 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-15 19:20:00,20.000000002328306,2016-05-15 19:40:00,Ostalo,20
7706,2016-05-15 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-15 23:40:00,20.000000002328306,2016-05-16 00:00:00,Ostalo,20
7707,2016-05-15 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-16 04:45:00,15.00000000698492,2016-05-16 05:00:00,Elektro,15
7708,2016-05-20 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-21 02:50:00,10.000000001164153,2016-05-21 03:00:00,Masinski,10
7709,2016-05-20 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-5,2016-05-21 04:00:00,40.00000000465661,2016-05-21 04:40:00,Elektro,40
7710,2016-05-21 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-21 09:55:00,14.99999999650754,2016-05-21 10:10:00,Masinski,15
7711,2016-05-21 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-21 15:30:00,55.00000000116415,2016-05-21 16:25:00,Masinski,55
7712,2016-05-21 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-4,2016-05-21 19:45:00,20.000000002328306,2016-05-21 20:05:00,Elektro,20
7713,2016-05-22 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-22 02:20:00,10.000000001164153,2016-05-22 02:30:00,Masinski,10
7714,2016-05-22 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-22 12:45:00,20.000000002328306,2016-05-22 13:05:00,Masinski,20
7715,2016-05-23 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-23 11:35:00,20.000000002328306,2016-05-23 11:55:00,Masinski,20
7716,2016-05-23 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-23 13:15:00,24.999999997671694,2016-05-23 13:40:00,Masinski,25
7717,2016-05-23 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-23 15:45:00,24.999999997671694,2016-05-23 16:10:00,Masinski,25
7718,2016-05-23 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-1,2016-05-23 17:10:00,19.999999991850927,2016-05-23 17:30:00,Masinski,20
7719,2016-05-23 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-24 00:20:00,20.000000002328306,2016-05-24 00:40:00,Masinski,20
7720,2016-05-23 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-6,2016-05-24 01:45:00,10.000000001164153,2016-05-24 01:55:00,Masinski,10
7721,2016-05-24 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-24 09:00:00,59.99999999650754,2016-05-24 10:00:00,Ostalo,60
7722,2016-05-24 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-1,2016-05-24 10:10:00,24.999999997671694,2016-05-24 10:35:00,Masinski,25
7723,2016-05-24 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-24 17:00:00,29.99999999301508,2016-05-24 17:30:00,Ostalo,30
7724,2016-05-24 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-6,2016-05-24 21:20:00,20.000000002328306,2016-05-24 21:40:00,Masinski,20
7725,2016-05-24 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-25 01:05:00,14.99999999650754,2016-05-25 01:20:00,Masinski,15
7726,2016-05-24 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-25 01:30:00,139.9999999953434,2016-05-25 03:50:00,Elektro,140
7727,2016-05-24 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-25 04:00:00,124.99999999883585,2016-05-25 06:05:00,Ostalo,125
7728,2016-05-25 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-25 10:15:00,190.00000000116415,2016-05-25 13:25:00,Elektro,190
7729,2016-05-25 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-25 15:00:00,10.000000001164153,2016-05-25 15:10:00,Elektro,10
7730,2016-05-25 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-25 16:40:00,20.000000002328306,2016-05-25 17:00:00,Masinski,20
7731,2016-05-25 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),ODLAGAČ ARsB-2000,2016-05-26 02:00:00,24.999999997671694,2016-05-26 02:25:00,Elektro,25
7732,2016-05-26 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-26 13:10:00,20.000000002328306,2016-05-26 13:30:00,Masinski,20
7733,2016-05-26 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-26 13:45:00,10.000000001164153,2016-05-26 13:55:00,Masinski,10
7734,2016-05-26 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-26 18:05:00,15.00000000698492,2016-05-26 18:20:00,Masinski,15
7735,2016-05-26 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-26 20:00:00,10.000000001164153,2016-05-26 20:10:00,Masinski,10
7736,2016-05-26 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-27 02:00:00,19.999999991850927,2016-05-27 02:20:00,Elektro,20
7737,2016-05-27 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-27 10:00:00,50.000000005820766,2016-05-27 10:50:00,Elektro,50
7738,2016-05-27 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-5,2016-05-27 11:45:00,14.99999999650754,2016-05-27 12:35:00,Masinski,50
7739,2016-05-27 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-27 13:15:00,29.99999999301508,2016-05-27 13:45:00,Masinski,30
7740,2016-05-27 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-27 14:10:00,49.99999999534339,2016-05-27 15:00:00,Masinski,50
7741,2016-05-27 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-27 17:10:00,19.999999991850927,2016-05-27 17:30:00,Masinski,20
7742,2016-05-27 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),TR.TR.B-2000 - J-V-2,2016-05-27 18:00:00,79.99999999883585,2016-05-27 19:20:00,Elektro,80
7743,2016-05-27 00:00:00,MAJ,2016.0,V BTO SRs-2000/32(5),BAGER SRs-2000/32(5),2016-05-28 02:10:00,239.99999999650754,2016-05-28 06:10:00,Elektro,240
