,Datum,Mesec,Godina,Sistem,Objekat,Početak zastoja,Ukupno vreme zastoja u minutima,Kraj zastoja,Vrsta_zastoja,Vreme zastoja
0,2016-01-01 00:00:00,JANUAR,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-01-01 07:00:00,480.00000000349246,2016-03-13 07:00:00,Masinski,103680
1,2016-03-14 00:00:00,MART,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-03-14 07:00:00,480.00000000349246,2016-05-08 09:40:00,Masinski,79360
2,2016-05-11 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-11 08:05:00,159.9999999976717,2016-05-11 10:45:00,Masinski,160
3,2016-05-11 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-11 15:00:00,210.00000000349246,2016-05-11 18:30:00,Elektro,210
4,2016-05-11 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-11 23:00:00,34.99999999883585,2016-05-11 23:35:00,Elektro,35
5,2016-05-11 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-12 00:40:00,14.99999999650754,2016-05-12 00:55:00,Masinski,15
6,2016-05-11 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-12 03:00:00,104.99999999650754,2016-05-12 04:45:00,Ostalo,105
7,2016-05-12 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-12 10:30:00,14.99999999650754,2016-05-12 10:45:00,Masinski,15
8,2016-05-12 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1600 - U-I-2,2016-05-12 11:00:00,39.999999994179234,2016-05-12 11:40:00,Masinski,40
9,2016-05-12 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-12 12:00:00,135.0,2016-05-12 14:15:00,Ostalo,135
10,2016-05-12 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1600 - U-I-3,2016-05-12 17:00:00,29.99999999301508,2016-05-12 17:30:00,Ostalo,30
11,2016-05-12 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-12 18:00:00,204.9999999976717,2016-05-12 21:25:00,Ostalo,205
12,2016-05-12 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-13 02:00:00,59.99999999650754,2016-05-13 06:00:00,Elektro,240
13,2016-05-13 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-13 09:00:00,229.9999999953434,2016-05-13 12:50:00,Ostalo,230
14,2016-05-13 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-13 14:00:00,45.0,2016-05-13 14:45:00,Ostalo,45
15,2016-05-13 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-13 17:00:00,129.99999999417923,2016-05-13 19:10:00,Ostalo,130
16,2016-05-13 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-13 21:00:00,45.0,2016-05-13 21:45:00,Ostalo,45
17,2016-05-13 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-14 02:00:00,149.99999999650754,2016-05-14 04:30:00,Ostalo,150
18,2016-05-14 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-14 07:00:00,50.000000005820766,2016-05-14 07:50:00,Elektro,50
19,2016-05-14 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-14 09:30:00,45.0,2016-05-14 10:15:00,Ostalo,45
20,2016-05-14 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-14 11:00:00,190.00000000116415,2016-05-14 14:10:00,Ostalo,190
21,2016-05-14 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-14 17:00:00,49.99999999534339,2016-05-14 17:50:00,Elektro,50
22,2016-05-14 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-14 18:00:00,135.0,2016-05-14 20:15:00,Ostalo,135
23,2016-05-14 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-14 22:00:00,45.0,2016-05-14 22:45:00,Ostalo,45
24,2016-05-14 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-4,2016-05-15 01:10:00,24.999999997671694,2016-05-15 01:35:00,Masinski,25
25,2016-05-14 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-15 03:00:00,124.99999999883585,2016-05-15 05:05:00,Ostalo,125
26,2016-05-15 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-15 09:00:00,349.99999999883585,2016-05-15 14:50:00,Ostalo,350
27,2016-05-15 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2/1,2016-05-15 18:00:00,20.000000002328306,2016-05-15 18:20:00,Ostalo,20
28,2016-05-15 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-15 21:00:00,104.99999999650754,2016-05-15 22:45:00,Ostalo,105
29,2016-05-15 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-4,2016-05-15 23:00:00,59.99999999650754,2016-05-16 00:00:00,Masinski,60
30,2016-05-15 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-16 00:30:00,14.99999999650754,2016-05-16 00:45:00,Elektro,15
31,2016-05-15 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2,2016-05-16 03:00:00,20.000000002328306,2016-05-16 03:20:00,Ostalo,20
32,2016-05-15 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-16 05:00:00,59.99999999650754,2016-05-16 06:00:00,Ostalo,60
33,2016-05-16 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-3,2016-05-16 10:00:00,40.00000000465661,2016-05-16 10:40:00,Elektro,40
34,2016-05-16 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-16 12:00:00,139.9999999953434,2016-05-16 14:20:00,Ostalo,140
35,2016-05-16 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-16 18:00:00,55.00000000116415,2016-05-16 18:55:00,Elektro,55
36,2016-05-16 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-16 21:00:00,69.9999999976717,2016-05-16 22:10:00,Ostalo,70
37,2016-05-16 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-17 02:00:00,29.99999999301508,2016-05-17 02:30:00,Ostalo,30
38,2016-05-17 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-3,2016-05-17 07:00:00,30.00000000349246,2016-05-17 07:30:00,Elektro,30
39,2016-05-17 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-17 09:00:00,79.99999999883585,2016-05-17 10:20:00,Ostalo,80
40,2016-05-17 00:00:00,MAJ,2016.0,BTD SchRs-800,SAM.TR.BRs-2400/3,2016-05-17 10:30:00,270.0,2016-05-17 19:55:00,Masinski,565
41,2016-05-17 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-17 20:00:00,104.99999999650754,2016-05-17 21:45:00,Elektro,105
42,2016-05-17 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-17 22:00:00,15.00000000698492,2016-05-17 22:15:00,Ostalo,15
43,2016-05-17 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-18 01:05:00,354.99999999417923,2016-05-18 09:20:00,Masinski,495
44,2016-05-18 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-18 10:10:00,79.99999999883585,2016-05-18 11:30:00,Elektro,80
45,2016-05-18 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2,2016-05-18 12:15:00,10.000000001164153,2016-05-18 12:25:00,Masinski,10
46,2016-05-18 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-18 13:00:00,100.00000000116415,2016-05-18 14:40:00,Ostalo,100
47,2016-05-18 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2,2016-05-18 19:20:00,30.00000000349246,2016-05-18 19:50:00,Masinski,30
48,2016-05-18 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-18 21:00:00,120.00000000349246,2016-05-18 23:00:00,Ostalo,120
49,2016-05-18 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-05-19 03:30:00,4.999999995343387,2016-05-19 03:35:00,Elektro,5
50,2016-05-18 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-19 05:00:00,14.99999999650754,2016-05-19 05:15:00,Ostalo,15
51,2016-05-19 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2/1,2016-05-19 08:40:00,15.00000000698492,2016-05-19 08:55:00,Masinski,15
52,2016-05-19 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-19 11:15:00,225.0,2016-05-19 15:00:00,Ostalo,225
53,2016-05-19 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-19 22:00:00,30.00000000349246,2016-05-19 22:30:00,Ostalo,30
54,2016-05-19 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-05-20 01:30:00,10.000000001164153,2016-05-20 01:40:00,Elektro,10
55,2016-05-19 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-20 03:00:00,79.99999999883585,2016-05-20 04:20:00,Ostalo,80
56,2016-05-20 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-20 08:00:00,199.99999999185093,2016-05-20 11:20:00,Ostalo,200
57,2016-05-20 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-20 11:30:00,40.00000000465661,2016-05-20 12:10:00,Masinski,40
58,2016-05-20 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-20 13:15:00,104.99999999650754,2016-05-20 16:50:00,Masinski,215
59,2016-05-20 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-20 22:30:00,30.00000000349246,2016-05-20 23:00:00,Ostalo,30
60,2016-05-20 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-21 05:00:00,69.9999999976717,2016-05-21 06:10:00,Ostalo,70
61,2016-05-21 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-21 07:00:00,120.00000000349246,2016-05-21 09:00:00,Ostalo,120
62,2016-05-21 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-21 15:00:00,14.99999999650754,2016-05-21 15:15:00,Elektro,15
63,2016-05-21 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-21 21:00:00,30.00000000349246,2016-05-21 21:30:00,Ostalo,30
64,2016-05-22 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-05-22 11:30:00,10.000000001164153,2016-05-22 11:40:00,Masinski,10
65,2016-05-22 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-22 12:30:00,114.9999999976717,2016-05-22 14:25:00,Ostalo,115
66,2016-05-22 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2/1,2016-05-22 15:00:00,24.999999997671694,2016-05-22 15:25:00,Masinski,25
67,2016-05-22 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-22 22:00:00,20.000000002328306,2016-05-22 22:20:00,Ostalo,20
68,2016-05-23 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-23 09:00:00,104.99999999650754,2016-05-23 10:45:00,Ostalo,105
69,2016-05-23 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-23 15:00:00,20.000000002328306,2016-05-23 15:20:00,Elektro,20
70,2016-05-23 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-24 04:00:00,15.00000000698492,2016-05-24 04:15:00,Ostalo,15
71,2016-05-24 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1600 - U-I-2,2016-05-24 07:00:00,20.000000002328306,2016-05-24 07:20:00,Masinski,20
72,2016-05-24 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-24 13:00:00,90.0,2016-05-24 14:30:00,Ostalo,90
73,2016-05-24 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-05-25 02:00:00,10.000000001164153,2016-05-25 02:10:00,Ostalo,10
74,2016-05-25 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-25 09:40:00,19.999999991850927,2016-05-25 10:00:00,Masinski,20
75,2016-05-25 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-25 13:00:00,110.0000000023283,2016-05-25 14:50:00,Ostalo,110
76,2016-05-25 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-05-25 21:40:00,9.999999990686774,2016-05-25 21:50:00,Elektro,10
77,2016-05-25 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-26 00:50:00,45.0,2016-05-26 01:50:00,Masinski,60
78,2016-05-25 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1600 - U-I-2,2016-05-26 04:55:00,65.0000000023283,2016-05-26 06:00:00,Masinski,65
79,2016-05-26 00:00:00,MAJ,2016.0,BTD SchRs-800,SAM.TR.BRs-2400/3,2016-05-26 08:10:00,19.999999991850927,2016-05-26 09:50:00,Masinski,100
80,2016-05-26 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-26 10:00:00,135.0,2016-05-26 12:15:00,Ostalo,135
81,2016-05-26 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-26 18:00:00,20.000000002328306,2016-05-26 18:20:00,Masinski,20
82,2016-05-26 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-26 22:00:00,20.000000002328306,2016-05-26 22:20:00,Ostalo,20
83,2016-05-27 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2,2016-05-27 07:00:00,60.00000000698492,2016-05-27 08:00:00,Elektro,60
84,2016-05-27 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-27 12:00:00,130.0000000046566,2016-05-27 14:10:00,Ostalo,130
85,2016-05-27 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2,2016-05-27 15:00:00,100.00000000116415,2016-05-27 16:40:00,Elektro,100
86,2016-05-27 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2,2016-05-27 16:50:00,10.000000001164153,2016-05-27 17:00:00,Masinski,10
87,2016-05-27 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-27 22:00:00,30.00000000349246,2016-05-27 22:30:00,Elektro,30
88,2016-05-27 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-28 04:00:00,45.0,2016-05-28 04:45:00,Ostalo,45
89,2016-05-28 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2,2016-05-28 07:00:00,45.0,2016-05-28 07:45:00,Masinski,45
90,2016-05-28 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-28 09:00:00,69.9999999976717,2016-05-28 10:10:00,Ostalo,70
91,2016-05-29 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-29 13:00:00,75.00000000349246,2016-05-29 14:15:00,Ostalo,75
92,2016-05-29 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-29 15:00:00,20.000000002328306,2016-05-29 15:20:00,Masinski,20
93,2016-05-29 00:00:00,MAJ,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-05-29 16:00:00,255.00000000349246,2016-05-29 20:15:00,Elektro,255
94,2016-05-29 00:00:00,MAJ,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-05-30 02:00:00,29.99999999301508,2016-05-30 02:30:00,Elektro,30
95,2016-05-29 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-30 04:30:00,10.000000001164153,2016-05-30 04:40:00,Ostalo,10
96,2016-05-30 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-30 11:15:00,225.0,2016-05-30 15:00:00,Ostalo,225
97,2016-05-30 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-30 15:45:00,435.00000000349246,2016-05-30 23:00:00,Ostalo,435
98,2016-05-30 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-31 01:00:00,360.0,2016-05-31 07:00:00,Ostalo,360
99,2016-05-31 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-31 09:00:00,360.0,2016-05-31 15:00:00,Ostalo,360
100,2016-05-31 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-05-31 17:10:00,349.99999999883585,2016-05-31 23:10:00,Ostalo,360
101,2016-05-31 00:00:00,MAJ,2016.0,BTD SchRs-800,DROBILANA,2016-06-01 00:50:00,370.00000000116415,2016-06-02 07:00:00,Ostalo,1810
102,2016-06-12 00:00:00,JUN,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-06-12 07:00:00,480.00000000349246,2016-06-13 07:00:00,Ostalo,1440
103,2016-06-15 00:00:00,JUN,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-06-15 07:00:00,480.00000000349246,2016-06-30 12:50:00,Ostalo,21950
104,2016-06-30 00:00:00,JUN,2016.0,BTD SchRs-800,DROBILANA,2016-06-30 14:00:00,59.99999999650754,2016-06-30 18:00:00,Ostalo,240
105,2016-06-30 00:00:00,JUN,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-01 00:00:00,10.000000001164153,2016-07-01 00:10:00,Masinski,10
106,2016-06-30 00:00:00,JUN,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-07-01 01:00:00,30.00000000349246,2016-07-01 01:30:00,Elektro,30
107,2016-06-30 00:00:00,JUN,2016.0,BTD SchRs-800,DROBILANA,2016-07-01 03:00:00,85.00000000465661,2016-07-01 04:25:00,Ostalo,85
108,2016-07-01 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-4,2016-07-01 14:15:00,30.00000000349246,2016-07-01 14:45:00,Elektro,30
109,2016-07-01 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-01 14:50:00,10.000000001164153,2016-07-01 15:00:00,Ostalo,10
110,2016-07-01 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-01 17:30:00,25.000000008149073,2016-07-01 17:55:00,Ostalo,25
111,2016-07-01 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-4,2016-07-01 18:00:00,14.99999999650754,2016-07-01 18:15:00,Masinski,15
112,2016-07-01 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-01 19:10:00,169.99999999883585,2016-07-01 22:00:00,Elektro,170
113,2016-07-01 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-02 01:00:00,70.00000000814907,2016-07-02 02:10:00,Elektro,70
114,2016-07-02 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-3,2016-07-02 09:15:00,75.00000000349246,2016-07-02 10:30:00,Elektro,75
115,2016-07-02 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-02 11:00:00,39.999999994179234,2016-07-02 11:40:00,Masinski,40
116,2016-07-02 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-02 13:30:00,65.0000000023283,2016-07-02 14:35:00,Ostalo,65
117,2016-07-02 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-02 15:00:00,159.9999999976717,2016-07-02 17:40:00,Elektro,160
118,2016-07-02 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-02 21:00:00,69.9999999976717,2016-07-02 22:10:00,Ostalo,70
119,2016-07-02 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-02 23:00:00,139.9999999953434,2016-07-03 01:20:00,Elektro,140
120,2016-07-03 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-07-03 09:00:00,10.000000001164153,2016-07-03 09:10:00,Elektro,10
121,2016-07-03 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-03 13:00:00,120.00000000349246,2016-07-03 15:00:00,Ostalo,120
122,2016-07-03 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-03 18:00:00,59.99999999650754,2016-07-03 19:00:00,Elektro,60
123,2016-07-03 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-04 00:00:00,59.99999999650754,2016-07-04 01:00:00,Elektro,60
124,2016-07-03 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-4,2016-07-04 05:20:00,15.00000000698492,2016-07-04 05:35:00,Masinski,15
125,2016-07-04 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-04 07:00:00,70.00000000814907,2016-07-04 08:10:00,Ostalo,70
126,2016-07-04 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-04 11:00:00,29.99999999301508,2016-07-04 11:30:00,Masinski,30
127,2016-07-04 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-07-04 12:00:00,10.000000001164153,2016-07-04 12:10:00,Elektro,10
128,2016-07-04 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-04 16:00:00,124.99999999883585,2016-07-04 18:05:00,Elektro,125
129,2016-07-04 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-04 23:15:00,110.0000000023283,2016-07-05 01:05:00,Masinski,110
130,2016-07-04 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-05 04:45:00,20.000000002328306,2016-07-05 05:05:00,Masinski,20
131,2016-07-05 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-3,2016-07-05 08:30:00,15.00000000698492,2016-07-05 08:45:00,Masinski,15
132,2016-07-05 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-05 10:00:00,70.00000000814907,2016-07-05 11:10:00,Masinski,70
133,2016-07-05 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-05 13:50:00,65.0000000023283,2016-07-05 14:55:00,Ostalo,65
134,2016-07-05 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-05 18:00:00,14.99999999650754,2016-07-05 18:15:00,Masinski,15
135,2016-07-05 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-05 19:00:00,100.00000000116415,2016-07-05 20:40:00,Elektro,100
136,2016-07-05 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-06 00:00:00,270.0,2016-07-06 04:30:00,Elektro,270
137,2016-07-06 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-06 07:00:00,480.00000000349246,2016-07-06 17:30:00,Elektro,630
138,2016-07-06 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-07-07 02:00:00,10.000000001164153,2016-07-07 02:10:00,Elektro,10
139,2016-07-06 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-07 03:00:00,24.999999997671694,2016-07-07 03:25:00,Ostalo,25
140,2016-07-06 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2,2016-07-07 05:00:00,10.000000001164153,2016-07-07 05:10:00,Masinski,10
141,2016-07-07 00:00:00,JUL,2016.0,BTD SchRs-800,SAM.TR.BRs-2400/3,2016-07-07 10:20:00,45.0,2016-07-07 11:05:00,Masinski,45
142,2016-07-07 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-07 11:40:00,10.000000001164153,2016-07-07 11:50:00,Elektro,10
143,2016-07-07 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-07 13:00:00,95.00000000582077,2016-07-07 14:35:00,Ostalo,95
144,2016-07-07 00:00:00,JUL,2016.0,BTD SchRs-800,SAM.TR.BRs-2400/3,2016-07-07 23:00:00,19.999999991850927,2016-07-07 23:20:00,Masinski,20
145,2016-07-08 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-07-08 07:30:00,30.00000000349246,2016-07-08 08:00:00,Elektro,30
146,2016-07-08 00:00:00,JUL,2016.0,BTD SchRs-800,SAM.TR.BRs-2400/3,2016-07-08 08:20:00,25.000000008149073,2016-07-08 08:45:00,Masinski,25
147,2016-07-08 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-2,2016-07-08 08:50:00,10.000000001164153,2016-07-08 09:00:00,Masinski,10
148,2016-07-08 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-08 12:30:00,19.999999991850927,2016-07-08 12:50:00,Masinski,20
149,2016-07-08 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-08 13:00:00,85.00000000465661,2016-07-08 14:25:00,Ostalo,85
150,2016-07-08 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-4,2016-07-08 15:00:00,40.00000000465661,2016-07-08 15:40:00,Elektro,40
151,2016-07-08 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-09 02:00:00,10.000000001164153,2016-07-09 02:10:00,Elektro,10
152,2016-07-08 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-09 04:00:00,25.000000008149073,2016-07-09 04:25:00,Ostalo,25
153,2016-07-09 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-09 14:00:00,19.999999991850927,2016-07-09 14:20:00,Ostalo,20
154,2016-07-09 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-07-09 15:00:00,10.000000001164153,2016-07-09 15:10:00,Masinski,10
155,2016-07-09 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-1,2016-07-09 19:00:00,10.000000001164153,2016-07-09 19:10:00,Elektro,10
156,2016-07-09 00:00:00,JUL,2016.0,BTD SchRs-800,TR.TR.B-1800 - U-Z-4,2016-07-10 01:30:00,24.999999997671694,2016-07-10 01:55:00,Masinski,25
157,2016-07-09 00:00:00,JUL,2016.0,BTD SchRs-800,BAGER SchRs-800,2016-07-10 03:10:00,14.99999999650754,2016-07-10 03:25:00,Masinski,15
158,2016-07-09 00:00:00,JUL,2016.0,BTD SchRs-800,DROBILANA,2016-07-10 05:00:00,64.99999999185093,2016-07-10 06:05:00,Ostalo,65
